Manufacturer,Tool Type,Series,Family Code,Part Number,Thread Size,Diameter,Shank Dia,LOC,OAL,Flutes,Coating,Material Focus,List Price,Source File,Imported At,End Geometry,Flute Count,Shank,Corner,Allowed Materials,Source Rule,Flute Length,Overall Length,Material,Catalog Diameter Label,Catalog Page,Catalog Style Description,Diameter Decimal,Shank Decimal,LOC Decimal,OAL Decimal,Manufacturer Key,Tool Type Key,Series Key,Part Number Key,Material Focus Key
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0140N140,,0.0551,0.1575,0.0551,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0551,0.1575,0.0551,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0140N140,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0140N160,,0.0551,0.1575,0.0551,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0551,0.1575,0.0551,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0140N160,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0140N220,,0.0551,0.1575,0.0551,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0551,0.1575,0.0551,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0140N220,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0150N060,,0.0591,0.1575,0.0591,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0591,0.1575,0.0591,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0150N060,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0150N080,,0.0591,0.1575,0.0591,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0591,0.1575,0.0591,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0150N080,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0150N100,,0.0591,0.1575,0.0591,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0591,0.1575,0.0591,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0150N100,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0150N120,,0.0591,0.1575,0.0591,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0591,0.1575,0.0591,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0150N120,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0150N140,,0.0591,0.1575,0.0591,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0591,0.1575,0.0591,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0150N140,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0150N160,,0.0591,0.1575,0.0591,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0591,0.1575,0.0591,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0150N160,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0150N180,,0.0591,0.1575,0.0591,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0591,0.1575,0.0591,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0150N180,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0150N200,,0.0591,0.1575,0.0591,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0591,0.1575,0.0591,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0150N200,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0160N060,,0.063,0.1575,0.063,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.063,0.1575,0.063,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0160N060,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0160N080,,0.063,0.1575,0.063,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.063,0.1575,0.063,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0160N080,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0160N100,,0.063,0.1575,0.063,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.063,0.1575,0.063,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0160N100,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0160N120,,0.063,0.1575,0.063,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.063,0.1575,0.063,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0160N120,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0160N140,,0.063,0.1575,0.063,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.063,0.1575,0.063,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0160N140,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0160N160,,0.063,0.1575,0.063,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.063,0.1575,0.063,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0160N160,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0160N180,,0.063,0.1575,0.063,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.063,0.1575,0.063,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0160N180,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0160N200,,0.063,0.1575,0.063,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.063,0.1575,0.063,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0160N200,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0160N260,,0.063,0.1575,0.063,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.063,0.1575,0.063,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0160N260,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0170N060,,0.0669,0.1575,0.0669,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0669,0.1575,0.0669,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0170N060,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0170N140,,0.0669,0.1575,0.0669,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0669,0.1575,0.0669,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0170N140,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0170N240,,0.0669,0.1575,0.0669,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0669,0.1575,0.0669,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0170N240,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0180N060,,0.0709,0.1575,0.0709,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0709,0.1575,0.0709,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0180N060,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0180N080,,0.0709,0.1575,0.0709,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0709,0.1575,0.0709,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0180N080,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0180N100,,0.0709,0.1575,0.0709,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0709,0.1575,0.0709,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0180N100,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0180N120,,0.0709,0.1575,0.0709,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0709,0.1575,0.0709,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0180N120,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0180N140,,0.0709,0.1575,0.0709,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0709,0.1575,0.0709,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0180N140,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0180N160,,0.0709,0.1575,0.0709,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0709,0.1575,0.0709,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0180N160,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0180N180,,0.0709,0.1575,0.0709,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0709,0.1575,0.0709,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0180N180,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0180N200,,0.0709,0.1575,0.0709,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0709,0.1575,0.0709,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0180N200,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0180N250,,0.0709,0.1575,0.0709,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0709,0.1575,0.0709,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0180N250,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0190N060,,0.0748,0.1575,0.0748,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0748,0.1575,0.0748,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0190N060,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0190N160,,0.0748,0.1575,0.0748,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0748,0.1575,0.0748,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0190N160,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0190N280,,0.0748,0.1575,0.0748,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0748,0.1575,0.0748,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0190N280,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0200N060,,0.0787,0.1575,0.0787,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0787,0.1575,0.0787,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0200N060,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0200N080,,0.0787,0.1575,0.0787,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0787,0.1575,0.0787,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0200N080,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0200N100,,0.0787,0.1575,0.0787,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0787,0.1575,0.0787,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0200N100,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0200N120,,0.0787,0.1575,0.0787,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0787,0.1575,0.0787,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0200N120,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0200N140,,0.0787,0.1575,0.0787,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0787,0.1575,0.0787,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0200N140,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0200N160,,0.0787,0.1575,0.0787,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0787,0.1575,0.0787,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0200N160,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0200N180,,0.0787,0.1575,0.0787,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0787,0.1575,0.0787,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0200N180,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0200N200,,0.0787,0.1575,0.0787,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0787,0.1575,0.0787,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0200N200,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0200N250,,0.0787,0.1575,0.0787,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0787,0.1575,0.0787,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0200N250,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0200N300,,0.0787,0.1575,0.0787,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0787,0.1575,0.0787,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0200N300,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0250N080,,0.0984,0.1575,0.0984,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0984,0.1575,0.0984,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0250N080,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0250N120,,0.0984,0.1575,0.0984,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0984,0.1575,0.0984,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0250N120,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0250N160,,0.0984,0.1575,0.0984,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0984,0.1575,0.0984,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0250N160,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0250N200,,0.0984,0.1575,0.0984,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0984,0.1575,0.0984,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0250N200,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0250N250,,0.0984,0.1575,0.0984,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0984,0.1575,0.0984,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0250N250,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0300N080,,0.1181,0.2362,0.1181,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1181,0.2362,0.1181,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0300N080,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0300N120,,0.1181,0.2362,0.1181,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1181,0.2362,0.1181,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0300N120,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0300N160,,0.1181,0.2362,0.1181,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1181,0.2362,0.1181,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0300N160,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0300N200,,0.1181,0.2362,0.1181,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1181,0.2362,0.1181,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0300N200,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0300N250,,0.1181,0.2362,0.1181,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1181,0.2362,0.1181,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0300N250,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0300N300,,0.1181,0.2362,0.1181,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1181,0.2362,0.1181,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0300N300,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0350N150,,0.1378,0.2362,0.1378,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1378,0.2362,0.1378,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0350N150,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0350N250,,0.1378,0.2362,0.1378,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1378,0.2362,0.1378,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0350N250,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0350N350,,0.1378,0.2362,0.1378,3.1496,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1378,0.2362,0.1378,3.1496,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0350N350,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0400N120,,0.1575,0.2362,0.1575,1.9685,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1575,0.2362,0.1575,1.9685,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0400N120,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0400N160,,0.1575,0.2362,0.1575,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1575,0.2362,0.1575,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0400N160,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0400N200,,0.1575,0.2362,0.1575,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1575,0.2362,0.1575,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0400N200,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0400N250,,0.1575,0.2362,0.1575,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1575,0.2362,0.1575,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0400N250,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0400N300,,0.1575,0.2362,0.1575,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1575,0.2362,0.1575,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0400N300,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0400N350,,0.1575,0.2362,0.1575,3.1496,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1575,0.2362,0.1575,3.1496,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0400N350,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0400N400,,0.1575,0.2362,0.1575,3.5433,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1575,0.2362,0.1575,3.5433,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0400N400,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0400N450,,0.1575,0.2362,0.1575,3.5433,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1575,0.2362,0.1575,3.5433,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0400N450,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0400N500,,0.1575,0.2362,0.1575,3.937,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1575,0.2362,0.1575,3.937,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0400N500,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0500N160,,0.1969,0.2362,0.1969,2.3622,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1969,0.2362,0.1969,2.3622,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0500N160,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0500N250,,0.1969,0.2362,0.1969,2.7559,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1969,0.2362,0.1969,2.7559,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0500N250,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0500N350,,0.1969,0.2362,0.1969,3.1496,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1969,0.2362,0.1969,3.1496,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0500N350,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0500N500,,0.1969,0.2362,0.1969,4.3307,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.1969,0.2362,0.1969,4.3307,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0500N500,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0600N200,,0.2362,0.2362,0.2362,3.1496,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.2362,0.2362,0.2362,3.1496,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0600N200,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0600N300,,0.2362,0.2362,0.2362,3.5433,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.2362,0.2362,0.2362,3.5433,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0600N300,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0600N400,,0.2362,0.2362,0.2362,3.937,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.2362,0.2362,0.2362,3.937,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0600N400,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0600N500,,0.2362,0.2362,0.2362,4.3307,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.2362,0.2362,0.2362,4.3307,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0600N500,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0800N300,,0.315,0.315,0.315,3.5433,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.315,0.315,0.315,3.5433,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0800N300,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0800N500,,0.315,0.315,0.315,4.3307,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.315,0.315,0.315,4.3307,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0800N500,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD0800N700,,0.315,0.315,0.315,5.1181,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.315,0.315,0.315,5.1181,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD0800N700,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD1/16N0375,,0.0625,0.125,0.0625,2.0,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0625,0.125,0.0625,2.0,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD1/16N0375,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD1/16N0500,,0.0625,0.125,0.0625,2.0,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0625,0.125,0.0625,2.0,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD1/16N0500,
Mitsubishi Materials,End Mill,MS4XL,,MS4XLD1/16N0750,,0.0625,0.125,0.0625,2.0,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,,,,,0.0625,0.125,0.0625,2.0,MITSUBISHI MATERIALS,END MILL,MS4XL,MS4XLD1/16N0750,
