Manufacturer,Tool Type,Series,Family Code,Part Number,Thread Size,Diameter,Shank Dia,LOC,OAL,Flutes,Coating,Material Focus,List Price,Source File,Imported At,End Geometry,Flute Count,Shank,Corner,Allowed Materials,Source Rule,Flute Length,Overall Length,Material
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0100R010,,0.0394,0.1575,0.0787,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0100R020,,0.0394,0.1575,0.0787,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0100R030,,0.0394,0.1575,0.0787,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0150R010,,0.0591,0.1575,0.1181,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0150R020,,0.0591,0.1575,0.1181,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0150R030,,0.0591,0.1575,0.1181,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0150R050,,0.0591,0.1575,0.1181,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0200R010,,0.0787,0.1575,0.1575,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0200R020,,0.0787,0.1575,0.1575,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0200R030,,0.0787,0.1575,0.1575,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0200R050,,0.0787,0.1575,0.1575,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0250R010,,0.0984,0.1575,0.1969,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0250R020,,0.0984,0.1575,0.1969,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0250R030,,0.0984,0.1575,0.1969,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0250R050,,0.0984,0.1575,0.1969,1.5748,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0300R010,,0.1181,0.2362,0.2362,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0300R020,,0.1181,0.2362,0.2362,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0300R030,,0.1181,0.2362,0.2362,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0300R050,,0.1181,0.2362,0.2362,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0300R100,,0.1181,0.2362,0.2362,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0400R010,,0.1575,0.2362,0.315,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0400R020,,0.1575,0.2362,0.315,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0400R030,,0.1575,0.2362,0.315,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0400R050,,0.1575,0.2362,0.315,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0400R100,,0.1575,0.2362,0.315,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0500R010,,0.1969,0.2362,0.3937,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0500R020,,0.1969,0.2362,0.3937,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0500R030,,0.1969,0.2362,0.3937,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0500R050,,0.1969,0.2362,0.3937,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0500R100,,0.1969,0.2362,0.3937,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0600R010,,0.2362,0.2362,0.4724,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0600R020,,0.2362,0.2362,0.4724,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0600R030,,0.2362,0.2362,0.4724,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0600R050,,0.2362,0.2362,0.4724,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0600R100,,0.2362,0.2362,0.4724,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0600R150,,0.2362,0.2362,0.4724,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0600R200,,0.2362,0.2362,0.4724,1.9685,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0800R020,,0.315,0.315,0.6299,2.3622,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0800R030,,0.315,0.315,0.6299,2.3622,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0800R050,,0.315,0.315,0.6299,2.3622,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0800R100,,0.315,0.315,0.6299,2.3622,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0800R150,,0.315,0.315,0.6299,2.3622,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0800R200,,0.315,0.315,0.6299,2.3622,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0800R250,,0.315,0.315,0.6299,2.3622,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD0800R300,,0.315,0.315,0.6299,2.3622,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1000R020,,0.3937,0.3937,0.7874,2.7559,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1000R030,,0.3937,0.3937,0.7874,2.7559,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1000R050,,0.3937,0.3937,0.7874,2.7559,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1000R100,,0.3937,0.3937,0.7874,2.7559,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1000R150,,0.3937,0.3937,0.7874,2.7559,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1000R200,,0.3937,0.3937,0.7874,2.7559,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1000R250,,0.3937,0.3937,0.7874,2.7559,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1000R300,,0.3937,0.3937,0.7874,2.7559,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1200R020,,0.4724,0.4724,0.9449,2.9528,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1200R030,,0.4724,0.4724,0.9449,2.9528,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1200R050,,0.4724,0.4724,0.9449,2.9528,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1200R100,,0.4724,0.4724,0.9449,2.9528,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1200R150,,0.4724,0.4724,0.9449,2.9528,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1200R200,,0.4724,0.4724,0.9449,2.9528,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1200R250,,0.4724,0.4724,0.9449,2.9528,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2MRB,,MS2MRBD1200R300,,0.4724,0.4724,0.9449,2.9528,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/16N0375,,0.0625,0.125,0.0625,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/16N0500,,0.0625,0.125,0.0625,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/16N0750,,0.0625,0.125,0.0625,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/32N0187,,0.0313,0.125,0.03125,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/32N0250,,0.0313,0.125,0.03125,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/32N0375,,0.0313,0.125,0.03125,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/4N1500,,0.25,0.25,0.25,3.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/64N0094,,0.0156,0.125,0.01563,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/64N0125,,0.0156,0.125,0.01563,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/64N0187,,0.0156,0.125,0.01563,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD1/8N0750,,0.125,0.125,0.125,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD3/16N1125,,0.1875,0.1875,0.1875,2.5,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD3/32N0562,,0.0938,0.125,0.09375,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD3/32N0750,,0.0938,0.125,0.09375,2.0,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS2XLB,,MS2XLBD3/32N1125,,0.0938,0.125,0.09375,2.5,2,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0300L35S04,,0.1181,0.1575,0.1181,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0300L45S04,,0.1181,0.1575,0.1181,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0350L35S04,,0.1378,0.1575,0.1378,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0350L45S04,,0.1378,0.1575,0.1378,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0400L35S04,,0.1575,0.1575,0.1575,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0400L45S04,,0.1575,0.1575,0.1575,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0500L35S05,,0.1969,0.1969,0.1969,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0500L35S06,,0.1969,0.2362,0.1969,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0500L45S06,,0.1969,0.2362,0.1969,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0600L35S05,,0.2362,0.1969,0.2362,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0600L35S06,,0.2362,0.2362,0.2362,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0600L45S06,,0.2362,0.2362,0.2362,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0700L35S07,,0.2756,0.2756,0.2362,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0700L45S07,,0.2756,0.2756,0.2756,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0800L35S07,,0.315,0.2756,0.2362,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0800L35S08,,0.315,0.315,0.2362,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0800L45S07,,0.315,0.2756,0.315,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD0800L45S08,,0.315,0.315,0.315,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD1000L35S07,,0.3937,0.2756,0.2362,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD1000L35S10,,0.3937,0.3937,0.2362,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD1000L45S07,,0.3937,0.2756,0.3937,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD1000L45S10,,0.3937,0.3937,0.3937,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD1200L35S10,,0.4724,0.3937,0.2362,1.378,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS3ES,,MS3ESD1200L45S10,,0.4724,0.3937,0.4724,1.7717,3,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0300L35S04,,0.1181,0.1575,0.1181,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0300L45S04,,0.1181,0.1575,0.1181,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0350L35S04,,0.1378,0.1575,0.1378,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0350L45S04,,0.1378,0.1575,0.1378,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0400L35S04,,0.1575,0.1575,0.1575,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0400L45S04,,0.1575,0.1575,0.1575,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0500L35S05,,0.1969,0.1969,0.1969,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0500L35S06,,0.1969,0.2362,0.1969,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0500L45S06,,0.1969,0.2362,0.1969,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0600L35S05,,0.2362,0.1969,0.2362,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0600L35S06,,0.2362,0.2362,0.2362,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0600L45S06,,0.2362,0.2362,0.2362,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0700L35S07,,0.2756,0.2756,0.2362,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0700L45S07,,0.2756,0.2756,0.2756,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0800L35S07,,0.315,0.2756,0.2362,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0800L35S08,,0.315,0.315,0.2362,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0800L45S07,,0.315,0.2756,0.315,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD0800L45S08,,0.315,0.315,0.315,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD1000L35S07,,0.3937,0.2756,0.2362,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD1000L35S10,,0.3937,0.3937,0.2362,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD1000L45S07,,0.3937,0.2756,0.3937,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD1000L45S10,,0.3937,0.3937,0.3937,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD1200L35S10,,0.4724,0.3937,0.2362,1.378,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD1200L45S10,,0.4724,0.3937,0.4724,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4EC,,MS4ECD1400L45S10,,0.5512,0.3937,0.5512,1.7717,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4JC,,MS4JCD0100,,0.0394,0.1575,0.1575,1.5748,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
Mitsubishi Materials,End Mill,MS4JC,,MS4JCD0150,,0.0591,0.1575,0.2362,1.5748,4,,,,Mitsubishi_C010A_test_batch_366_tools.csv,2026-03-29T08:59:17,,,,,,,,,
